ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Childhome,FamilyMembers,AverageIncome,Age,NumTotalPurchase
6504,1975,2,Together,19789.0,1,0,2013-11-20,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,3,11,0,1,3,13192.666666666666,38,6
5067,1994,1,Together,80134.0,0,0,2014-02-14,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,3,11,0,0,2,80134.0,20,20
4216,1981,1,Single,91065.0,0,0,2013-02-22,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,3,11,1,0,1,91065.0,32,25
8581,1971,2,Married,49505.0,1,1,2013-05-03,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,3,11,0,2,4,24752.5,42,20
5929,1973,3,Married,37401.0,1,0,2014-06-05,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,1,3,24934.0,41,5
3129,1983,1,Married,30096.0,1,0,2014-05-22,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,3,11,0,1,3,20064.0,31,5
6528,1982,2,Together,18492.0,1,0,2014-05-06,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,1,3,12328.0,32,3
1361,1974,2,Married,82584.0,0,0,2013-04-06,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,3,11,1,0,2,82584.0,39,15
6932,1941,3,Married,93027.0,0,0,2013-04-13,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,3,11,0,0,2,93027.0,72,22
7284,1953,1,Married,48686.0,1,2,2013-04-12,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,3,5,19474.4,60,3
1340,1986,1,Married,92910.0,0,0,2014-04-24,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,3,11,0,0,2,92910.0,28,26
8746,1989,1,Married,75433.0,1,0,2014-05-04,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,3,11,0,1,3,50288.666666666664,25,17
5987,1989,2,Together,10404.0,1,0,2014-04-05,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,3,11,0,1,3,6936.0,25,5
3767,1968,1,Married,61314.0,0,1,2013-04-25,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,3,11,0,1,3,40876.0,45,22
3725,1961,3,Single,84865.0,0,0,2013-09-05,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,3,11,1,0,1,84865.0,52,15
4324,1989,1,Married,42387.0,1,0,2012-10-29,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,3,11,0,1,3,28258.0,23,16
238,1967,2,Together,67309.0,1,1,2013-01-23,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,3,11,0,2,4,33654.5,46,24
6694,1964,1,Married,75236.0,0,1,2013-11-25,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,3,11,0,1,3,50157.333333333336,49,24
498,1970,1,Single,30015.0,1,0,2014-02-02,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,3,11,0,1,2,15007.5,44,5
9347,1956,2,Together,50943.0,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,1,3,33962.0,57,4
9699,1966,1,Divorced,67272.0,0,1,2013-12-21,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,3,11,0,1,2,33636.0,47,20
10664,1949,2,Widow,51529.0,0,1,2013-07-09,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,3,11,0,1,2,25764.5,64,15
5455,1971,3,Married,32011.0,1,0,2013-08-22,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,3,11,0,1,3,21340.666666666668,42,7
456,1986,2,Married,7500.0,1,0,2013-07-02,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,3,11,0,1,3,5000.0,27,5
5012,1989,1,Married,28691.0,1,0,2013-04-07,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,1,3,19127.333333333332,24,4
7495,1948,3,Married,56223.0,0,1,2013-12-20,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,3,11,0,1,3,37482.0,65,8
5029,1946,1,Married,18100.0,0,0,2013-06-08,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0,0,2,18100.0,67,3
10642,1989,1,Single,30279.0,1,0,2012-12-30,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,3,11,0,1,2,15139.5,23,4
2106,1974,2,Married,20130.0,0,0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,0,2,20130.0,40,4
10364,1959,1,Divorced,23295.0,0,0,2013-07-13,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,0,1,23295.0,54,3
5954,1972,2,Divorced,42618.0,1,0,2013-09-10,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,3,11,0,1,2,21309.0,41,9
1137,1964,1,Single,81246.0,0,0,2013-12-29,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,3,11,0,0,1,81246.0,49,16
2541,1976,1,Married,24027.0,1,0,2013-09-06,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0,1,3,16018.0,37,5
1142,1953,3,Married,55707.0,0,1,2013-12-22,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,3,11,0,1,3,37138.0,60,14
2276,1955,1,Single,57959.0,0,1,2013-02-05,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,3,11,0,1,2,28979.5,58,22
2807,1969,1,Married,56796.0,0,1,2013-02-16,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,3,11,0,1,3,37864.0,44,24
6471,1971,2,Single,36230.0,1,0,2013-10-17,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,1,2,18115.0,42,6
6131,1980,2,Married,70829.0,1,1,2013-01-12,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,3,11,0,2,4,35414.5,33,14
6233,1976,1,Married,65991.0,0,1,2012-07-09,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,3,11,0,1,3,43994.0,36,24
4148,1972,1,Married,38988.0,1,2,2012-08-20,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,3,11,0,3,5,15595.2,40,12
4947,1966,2,Single,89572.0,0,0,2012-09-15,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,3,11,1,0,1,89572.0,46,23
3225,1984,2,Married,42207.0,1,0,2013-01-04,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,3,11,1,1,3,28138.0,29,10
7540,1952,1,Married,50300.0,0,1,2014-05-25,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,3,11,0,1,3,33533.333333333336,62,11
10648,1982,2,Together,66664.0,0,0,2012-09-25,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,3,11,0,0,2,66664.0,30,18
1992,1964,1,Married,60597.0,0,1,2014-01-01,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,3,11,1,1,3,40398.0,50,12
7851,1949,1,Widow,70165.0,0,0,2013-09-22,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,3,11,0,0,1,70165.0,64,21
8594,1958,3,Widow,50520.0,0,1,2014-01-28,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,3,11,0,1,2,25260.0,56,7
7059,1963,1,Married,80124.0,0,0,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,0,0,2,80124.0,51,18
2815,1975,1,Married,33183.0,1,0,2014-02-24,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,3,11,0,1,3,22122.0,39,7
2416,1969,3,Single,66582.0,0,0,2014-03-03,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,3,11,0,0,1,66582.0,45,19
7999,1955,3,Together,75261.0,0,0,2013-04-23,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,3,11,1,0,2,75261.0,58,16
9213,1970,1,Widow,31880.0,1,0,2012-10-31,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,1,2,15940.0,42,3
9697,1951,1,Married,53790.0,0,2,2014-06-03,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,3,11,0,2,4,26895.0,63,17
3916,1971,3,Together,49269.0,1,0,2012-08-15,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,3,11,0,1,3,32846.0,41,22
2021,1975,1,Married,61456.0,0,1,2013-03-27,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,3,11,0,1,3,40970.666666666664,38,29
1581,1980,1,Married,37406.0,1,0,2013-10-10,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,3,11,1,1,3,24937.333333333332,33,3
564,1981,3,Together,56937.0,1,0,2012-04-08,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,3,11,1,1,3,37958.0,31,23
6619,1978,1,Married,38415.0,1,1,2013-02-01,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,3,11,0,2,4,19207.5,35,4
9081,1988,1,Single,20518.0,1,0,2014-05-18,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,3,11,0,1,2,10259.0,26,4
178,1956,1,Married,62503.0,0,1,2013-02-18,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,3,11,0,1,3,41668.666666666664,57,22
916,1972,3,Single,41644.0,1,1,2014-09-05,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,3,11,0,2,3,13881.333333333334,42,4
5512,1977,2,Married,55842.0,0,1,2014-05-23,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,3,11,0,1,3,37228.0,37,16
8970,1972,3,Married,62010.0,0,1,2012-10-23,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,3,11,0,1,3,41340.0,40,15
10581,1977,1,Married,41124.0,1,0,2012-10-31,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,3,11,0,1,3,27416.0,35,14
5300,1973,2,Married,38961.0,1,0,2013-12-30,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,3,11,0,1,3,25974.0,40,5
5154,1972,2,Divorced,37760.0,1,0,2013-11-08,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,3,11,0,1,2,18880.0,41,5
8346,1974,1,Single,32233.0,1,0,2012-08-19,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,3,11,1,1,2,16116.5,38,10
1676,1975,1,Married,43057.0,0,1,2013-10-30,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,3,11,0,1,3,28704.666666666668,38,11
9286,1960,2,Together,83151.0,0,0,2012-10-10,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,3,11,0,0,2,83151.0,52,18
2426,1964,3,Divorced,78825.0,0,0,2012-09-14,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,3,11,1,0,1,78825.0,48,28
5172,1976,2,Together,65104.0,0,1,2013-11-14,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,3,11,0,1,3,43402.666666666664,37,15
5562,1974,1,Married,60093.0,0,1,2013-06-26,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,3,11,0,1,3,40062.0,39,19
3436,1969,1,Married,14045.0,1,0,2014-01-26,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,1,3,9363.333333333334,45,4
3921,1952,2,Widow,28457.0,0,0,2012-10-28,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,3,11,0,0,1,28457.0,60,9
3403,1958,3,Together,78952.0,0,1,2012-09-24,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,3,11,0,1,3,52634.666666666664,54,19
22,1976,1,Divorced,46310.0,1,0,2012-03-12,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,3,11,0,1,2,23155.0,36,12
10965,1955,1,Together,76005.0,0,0,2013-02-22,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,3,11,0,0,2,76005.0,58,21
9426,1964,2,Single,58308.0,0,1,2013-12-01,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,3,11,0,1,2,29154.0,49,11
6605,1944,3,Divorced,55614.0,0,0,2013-11-27,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,3,11,0,0,1,55614.0,69,19
3136,1962,2,Divorced,59432.0,0,1,2013-04-13,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,3,11,0,1,2,29716.0,51,19
8737,1978,1,Divorced,55563.0,0,1,2014-05-04,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,3,11,0,1,2,27781.5,36,5
11088,1971,3,Together,78642.0,0,1,2013-04-21,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,3,11,0,1,3,52428.0,42,17
716,1949,3,Together,67911.0,0,1,2014-05-22,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,3,11,0,1,3,45274.0,65,24
466,1944,1,Married,65275.0,0,0,2013-03-04,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,3,11,0,0,2,65275.0,69,20
9135,1950,1,Together,27203.0,1,1,2012-06-08,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,3,11,0,2,4,13601.5,62,4
10623,1961,2,Together,48330.0,0,1,2013-11-15,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,1,3,32220.0,52,4
8151,1990,0,Married,24279.0,0,0,2012-12-29,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,3,11,0,0,2,24279.0,22,8
5140,1985,3,Married,64355.0,1,0,2012-08-24,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,3,11,0,1,3,42903.333333333336,27,19
10160,1956,2,Together,50943.0,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,1,3,33962.0,57,4
4945,1953,1,Widow,53653.0,0,0,2012-07-11,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,3,11,0,0,1,53653.0,59,26
10584,1976,1,Married,65665.0,0,1,2013-02-12,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,3,11,0,1,3,43776.666666666664,37,23
6071,1989,1,Single,81217.0,0,0,2013-07-19,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0,0,1,81217.0,24,21
3386,1992,1,Married,34935.0,0,0,2013-06-21,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,3,11,0,0,2,34935.0,21,7
8939,1959,1,Divorced,61250.0,0,1,2012-12-16,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,3,11,0,1,2,30625.0,53,19
9925,1981,3,Together,39665.0,1,0,2013-05-25,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,3,11,0,1,3,26443.333333333332,32,9
4320,1979,1,Single,60152.0,0,1,2013-03-28,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,3,11,0,1,2,30076.0,34,22
5389,1964,1,Married,48920.0,0,2,2013-10-20,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,3,11,0,2,4,24460.0,49,13
6036,1959,2,Together,89120.0,0,0,2014-03-17,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,3,11,0,0,2,89120.0,55,18
182,1946,3,Together,44124.0,0,1,2013-11-05,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,3,11,0,1,3,29416.0,67,13
203,1975,2,Single,81169.0,0,0,2013-04-14,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,3,11,0,0,1,81169.0,38,21
11025,1961,1,Married,36443.0,1,1,2013-03-02,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,3,11,0,2,4,18221.5,52,7
10203,1990,1,Single,26095.0,1,0,2013-06-30,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,1,2,13047.5,23,4
4607,1959,1,Together,71367.0,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,0,2,71367.0,54,16
3711,1944,2,Married,80184.0,0,0,2014-01-03,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,3,11,0,0,2,80184.0,70,19
3696,1965,1,Divorced,30630.0,1,1,2014-01-27,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2,3,10210.0,49,5
2532,1987,2,Single,73454.0,0,0,2014-01-03,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,3,11,0,0,1,73454.0,27,12
9214,1991,1,Married,42691.0,0,0,2013-08-16,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,3,11,0,0,2,42691.0,22,12
4943,1953,1,Married,70503.0,0,0,2012-09-30,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,3,11,0,0,2,70503.0,59,15
35,1987,1,Married,25545.0,1,0,2012-08-09,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,3,11,1,1,3,17030.0,25,7
2258,1986,1,Married,32880.0,1,0,2012-04-12,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,1,3,21920.0,26,4
4322,1958,3,Together,77863.0,0,0,2013-11-27,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,3,11,0,0,2,77863.0,55,19
713,1977,2,Married,50353.0,0,0,2014-08-06,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,3,11,0,0,2,50353.0,37,14
4702,1964,1,Single,61839.0,0,0,2012-12-08,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,3,11,0,0,1,61839.0,48,16
3281,1960,3,Married,49154.0,1,1,2013-03-11,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,3,11,0,2,4,24577.0,53,13
702,1975,2,Widow,47682.0,0,1,2013-02-15,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,3,11,0,1,2,23841.0,38,15
2004,1969,1,Single,72679.0,0,1,2013-09-18,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,3,11,0,1,2,36339.5,44,16
4769,1977,2,Together,57954.0,1,1,2014-06-18,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,3,11,0,2,4,28977.0,37,16
4437,1962,1,Married,65316.0,1,1,2013-04-24,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,3,11,0,2,4,32658.0,51,10
8724,1982,1,Single,28567.0,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,1,2,14283.5,31,5
10741,1951,2,Together,47352.0,0,1,2013-11-04,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0,1,3,31568.0,62,12
1991,1967,1,Together,44931.0,0,1,2014-01-18,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,3,11,0,1,3,29954.0,47,6
6931,1967,1,Divorced,76982.0,0,0,2014-02-15,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,3,11,1,0,1,76982.0,47,15
11096,1952,2,Together,57247.0,0,1,2013-08-08,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,3,11,0,1,3,38164.666666666664,61,10
304,1981,2,Single,22944.0,1,0,2013-12-23,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,3,11,0,1,2,11472.0,32,6
3665,1977,2,Together,25315.0,1,0,2013-07-11,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,3,11,0,1,3,16876.666666666668,36,6
10591,1969,1,Widow,43638.0,0,1,2012-06-08,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,3,11,0,1,2,21819.0,43,9
5036,1984,3,Single,42710.0,1,0,2012-11-28,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,3,11,0,1,2,21355.0,28,12
5547,1982,3,Married,84169.0,0,0,2013-07-08,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1,0,2,84169.0,31,19
7822,1976,1,Together,54058.0,0,1,2013-04-06,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,3,11,0,1,3,36038.666666666664,37,18
8541,1990,2,Married,24683.0,1,0,2014-08-03,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0,1,3,16455.333333333332,24,6
10955,1964,1,Widow,85620.0,0,0,2014-07-01,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,3,11,1,0,1,85620.0,50,13
4368,1980,1,Married,47850.0,1,0,2013-03-12,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,3,11,0,1,3,31900.0,33,7
9671,1968,1,Married,19514.0,1,1,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,1,2,4,9757.0,46,6
2256,1973,2,Married,27159.0,1,1,2014-03-29,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,2,4,13579.5,41,4
4279,1963,2,Single,39548.0,1,1,2014-03-31,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,3,11,0,2,3,13182.666666666666,51,5
5371,1989,1,Single,21474.0,1,0,2014-08-04,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,3,11,1,1,2,10737.0,25,6
9240,1971,3,Single,60504.0,0,1,2014-07-02,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,3,11,0,1,2,30252.0,43,16
9460,1963,1,Married,22419.0,0,0,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0,0,2,22419.0,50,7
9504,1949,2,Married,81698.0,0,0,2013-06-11,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,1,0,2,81698.0,64,24
8692,1952,1,Together,43462.0,1,1,2012-12-09,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,3,11,0,2,4,21731.0,60,10
448,1978,3,Single,54880.0,1,0,2013-01-03,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,0,1,2,27440.0,35,19
8314,1982,1,Married,79908.0,0,0,2013-05-04,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,3,11,0,0,2,79908.0,31,18
8420,1970,2,Married,15315.0,0,0,2013-03-08,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,0,2,15315.0,43,6
3174,1959,1,Together,87771.0,0,1,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1,1,3,58514.0,54,19
7685,1978,1,Married,33039.0,1,0,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0,1,3,22026.0,35,6
3179,1980,1,Single,81741.0,0,0,2013-06-16,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,3,11,0,0,1,81741.0,33,19
9780,1971,2,Together,71499.0,0,1,2013-06-25,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,3,11,0,1,3,47666.0,42,24
10681,1970,2,Married,62466.0,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,1,3,41644.0,44,21
10232,1963,3,Divorced,48799.0,0,1,2013-05-11,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,3,11,0,1,2,24399.5,50,12
4184,1950,3,Together,52157.0,0,1,2014-07-06,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,3,11,0,1,3,34771.333333333336,64,10
9120,1962,1,Single,66565.0,0,1,2012-05-12,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,3,11,0,1,2,33282.5,50,15
891,1951,2,Together,29298.0,1,1,2013-07-09,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,3,11,0,2,4,14649.0,62,3
10381,1979,1,Single,47691.0,0,1,2013-05-07,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,1,2,23845.5,34,3
3525,1970,1,Together,38200.0,1,1,2012-07-12,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2,4,19100.0,42,3
6818,1974,1,Married,44989.0,0,1,2012-12-09,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,1,3,29992.666666666668,38,11
3526,1968,3,Married,38443.0,1,1,2014-01-27,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,2,4,19221.5,46,4
8181,1978,2,Single,38593.0,1,0,2013-09-13,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,3,11,0,1,2,19296.5,35,8
1029,1970,3,Together,64413.0,0,1,2013-01-08,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,3,11,0,1,3,42942.0,43,11
7369,1981,2,Married,36959.0,1,0,2013-02-10,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,1,3,24639.333333333332,32,5
2574,1977,3,Married,61996.0,0,1,2013-01-31,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,3,11,1,1,3,41330.666666666664,36,18
8159,1968,1,Married,51287.0,1,1,2014-01-04,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,3,11,0,2,4,25643.5,46,8
1160,1970,1,Married,13260.0,1,1,2013-08-23,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,3,11,0,2,4,6630.0,43,6
10242,1966,3,Together,47472.0,1,1,2013-09-16,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,2,4,23736.0,47,6
5253,1956,2,Together,54603.0,1,1,2013-09-07,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,3,11,0,2,4,27301.5,57,10
5966,1974,3,Married,45207.0,1,1,2012-10-11,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,3,11,0,2,4,22603.5,38,10
5314,1951,1,Together,40689.0,0,1,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,3,11,0,1,3,27126.0,62,13
